timestamp,LCS2_TEMPERATURE,LCS4_TEMPERATURE,LCS1_TEMPERATURE,LCS3_TEMPERATURE,LCS5_TEMPERATURE,reference_TEMPERATURE
2025-01-01 00:50:00,27.2004,29.0206,28.3185,28.4491,28.684,26.9822
2025-01-01 00:51:00,27.2092,29.0294,28.3273,28.4579,28.6928,26.991
2025-01-01 00:52:00,27.2173,29.0375,28.3354,28.466,28.7009,26.9991
2025-01-01 00:53:00,27.2247,29.0449,28.3428,28.4734,28.7083,27.0065
2025-01-01 00:54:00,27.2353,29.0555,28.3534,28.484,28.7189,27.0171
2025-01-01 00:55:00,27.2514,29.0716,28.3695,28.5001,28.735,27.0332
2025-01-01 00:56:00,27.2723,29.0925,28.3904,28.521,28.7559,27.0541
2025-01-01 00:57:00,27.2945,29.1147,28.4126,28.5432,28.7781,27.0763
2025-01-01 00:58:00,27.3199,29.1401,28.438,28.5686,28.8035,27.1017
2025-01-01 00:59:00,27.3446,29.1648,28.4627,28.5933,28.8282,27.1264
2025-01-01 01:00:00,27.3675,29.1877,28.4856,28.6162,28.8511,27.1493
2025-01-01 01:01:00,27.3905,29.2107,28.5086,28.6392,28.8741,27.1723
2025-01-01 01:02:00,27.4156,29.2358,28.5337,28.6643,28.8992,27.1974
2025-01-01 01:03:00,27.4388,29.259,28.5569,28.6875,28.9224,27.2206
2025-01-01 01:04:00,27.4593,29.2795,28.5774,28.708,28.9429,27.2411
2025-01-01 01:05:00,27.4731,29.2933,28.5912,28.7218,28.9567,27.2549
2025-01-01 01:06:00,27.4788,29.299,28.5969,28.7275,28.9624,27.2606
2025-01-01 01:07:00,27.4794,29.2996,28.5975,28.7281,28.963,27.2612
2025-01-01 01:08:00,27.4762,29.2964,28.5943,28.7249,28.9598,27.258
2025-01-01 01:09:00,27.4708,29.291,28.5889,28.7195,28.9544,27.2526
2025-01-01 01:10:00,27.4682,29.2884,28.5863,28.7169,28.9518,27.25
2025-01-01 01:11:00,27.4682,29.2884,28.5863,28.7169,28.9518,27.25
2025-01-01 01:12:00,27.463,29.2832,28.5811,28.7117,28.9466,27.2448
2025-01-01 01:13:00,27.4585,29.2787,28.5766,28.7072,28.9421,27.2403
2025-01-01 01:14:00,27.4504,29.2706,28.5685,28.6991,28.934,27.2322
2025-01-01 01:15:00,27.4421,29.2623,28.5602,28.6908,28.9257,27.2239
2025-01-01 01:16:00,27.4351,29.2553,28.5532,28.6838,28.9187,27.2169
2025-01-01 01:17:00,27.4331,29.2533,28.5512,28.6818,28.9167,27.2149
2025-01-01 01:18:00,27.4301,29.2503,28.5482,28.6788,28.9137,27.2119
2025-01-01 01:19:00,27.4282,29.2484,28.5463,28.6769,28.9118,27.21
2025-01-01 01:20:00,27.4204,29.2406,28.5385,28.6691,28.904,27.2022
2025-01-01 01:21:00,27.4064,29.2266,28.5245,28.6551,28.89,27.1882
2025-01-01 01:22:00,27.3875,29.2077,28.5056,28.6362,28.8711,27.1693
2025-01-01 01:23:00,27.3636,29.1838,28.4817,28.6123,28.8472,27.1454
2025-01-01 01:24:00,27.3394,29.1596,28.4575,28.5881,28.823,27.1212
2025-01-01 01:25:00,27.3112,29.1314,28.4293,28.5599,28.7948,27.093
2025-01-01 01:26:00,27.2847,29.1049,28.4028,28.5334,28.7683,27.0665
2025-01-01 01:27:00,27.2559,29.0761,28.374,28.5046,28.7395,27.0377
2025-01-01 01:28:00,27.2279,29.0481,28.346,28.4766,28.7115,27.0097
2025-01-01 01:29:00,27.2043,29.0245,28.3224,28.453,28.6879,26.9861
2025-01-01 01:30:00,27.1911,29.0113,28.3092,28.4398,28.6747,26.9729
2025-01-01 01:31:00,27.1864,29.0066,28.3045,28.4351,28.67,26.9682
2025-01-01 01:32:00,27.1949,29.0151,28.313,28.4436,28.6785,26.9767
2025-01-01 01:33:00,27.2124,29.0326,28.3305,28.4611,28.696,26.9942
2025-01-01 01:34:00,27.2259,29.0461,28.344,28.4746,28.7095,27.0077
2025-01-01 01:35:00,27.2314,29.0516,28.3495,28.4801,28.715,27.0132
2025-01-01 01:36:00,27.2289,29.0491,28.347,28.4776,28.7125,27.0107
2025-01-01 01:37:00,27.2161,29.0363,28.3342,28.4648,28.6997,26.9979
2025-01-01 01:38:00,27.194,29.0142,28.3121,28.4427,28.6776,26.9758
2025-01-01 01:39:00,27.1653,28.9855,28.2834,28.414,28.6489,26.9471
2025-01-01 01:40:00,27.1385,28.9587,28.2566,28.3872,28.6221,26.9203
2025-01-01 01:41:00,27.1105,28.9307,28.2286,28.3592,28.5941,26.8923
2025-01-01 01:42:00,27.0815,28.9017,28.1996,28.3302,28.5651,26.8633
2025-01-01 01:43:00,27.0541,28.8743,28.1722,28.3028,28.5377,26.8359
2025-01-01 01:44:00,27.0325,28.8527,28.1506,28.2812,28.5161,26.8143
2025-01-01 01:45:00,27.0102,28.8304,28.1283,28.2589,28.4938,26.792
2025-01-01 01:46:00,26.9905,28.8107,28.1086,28.2392,28.4741,26.7723
2025-01-01 01:47:00,26.9748,28.795,28.0929,28.2235,28.4584,26.7566
2025-01-01 01:48:00,26.96,28.7802,28.0781,28.2087,28.4436,26.7418
2025-01-01 01:49:00,26.9474,28.7676,28.0655,28.1961,28.431,26.7292
2025-01-01 01:50:00,26.9381,28.7583,28.0562,28.1868,28.4217,26.7199
2025-01-01 01:51:00,26.927,28.7472,28.0451,28.1757,28.4106,26.7088
2025-01-01 01:52:00,26.9128,28.733,28.0309,28.1615,28.3964,26.6946
2025-01-01 01:53:00,26.897,28.7172,28.0151,28.1457,28.3806,26.6788
2025-01-01 01:54:00,26.8787,28.6989,27.9968,28.1274,28.3623,26.6605
2025-01-01 01:55:00,26.8615,28.6817,27.9796,28.1102,28.3451,26.6433
2025-01-01 01:56:00,26.8469,28.6671,27.965,28.0956,28.3305,26.6287
2025-01-01 01:57:00,26.8327,28.6529,27.9508,28.0814,28.3163,26.6145
2025-01-01 01:58:00,26.8145,28.6347,27.9326,28.0632,28.2981,26.5963
2025-01-01 01:59:00,26.8003,28.6205,27.9184,28.049,28.2839,26.5821
2025-01-01 02:00:00,26.7889,28.6091,27.907,28.0376,28.2725,26.5707
2025-01-01 02:01:00,26.7819,28.6021,27.9,28.0306,28.2655,26.5637
2025-01-01 02:02:00,26.782,28.6022,27.9001,28.0307,28.2656,26.5638
2025-01-01 02:03:00,26.7944,28.6146,27.9125,28.0431,28.278,26.5762
2025-01-01 02:04:00,26.8123,28.6325,27.9304,28.061,28.2959,26.5941
2025-01-01 02:05:00,26.8356,28.6558,27.9537,28.0843,28.3192,26.6174
2025-01-01 02:06:00,26.8611,28.6813,27.9792,28.1098,28.3447,26.6429
2025-01-01 02:07:00,26.891,28.7112,28.0091,28.1397,28.3746,26.6728
2025-01-01 02:08:00,26.9242,28.7444,28.0423,28.1729,28.4078,26.706
2025-01-01 02:09:00,26.9603,28.7805,28.0784,28.209,28.4439,26.7421
2025-01-01 02:10:00,26.9972,28.8174,28.1153,28.2459,28.4808,26.779
2025-01-01 02:11:00,27.036,28.8562,28.1541,28.2847,28.5196,26.8178
2025-01-01 02:12:00,27.0738,28.894,28.1919,28.3225,28.5574,26.8556
2025-01-01 02:13:00,27.1111,28.9313,28.2292,28.3598,28.5947,26.8929
2025-01-01 02:14:00,27.1466,28.9668,28.2647,28.3953,28.6302,26.9284
2025-01-01 02:15:00,27.1807,29.0009,28.2988,28.4294,28.6643,26.9625
2025-01-01 02:16:00,27.2139,29.0341,28.332,28.4626,28.6975,26.9957
2025-01-01 02:17:00,27.2474,29.0676,28.3655,28.4961,28.731,27.0292
2025-01-01 02:18:00,27.2799,29.1001,28.398,28.5286,28.7635,27.0617
2025-01-01 02:19:00,27.3108,29.131,28.4289,28.5595,28.7944,27.0926
2025-01-01 02:20:00,27.3397,29.1599,28.4578,28.5884,28.8233,27.1215
2025-01-01 02:21:00,27.3683,29.1885,28.4864,28.617,28.8519,27.1501
2025-01-01 02:22:00,27.3973,29.2175,28.5154,28.646,28.8809,27.1791
2025-01-01 02:23:00,27.4277,29.2479,28.5458,28.6764,28.9113,27.2095
2025-01-01 02:24:00,27.4585,29.2787,28.5766,28.7072,28.9421,27.2403
2025-01-01 02:25:00,27.4908,29.311,28.6089,28.7395,28.9744,27.2726
2025-01-01 02:26:00,27.522,29.3422,28.6401,28.7707,29.0056,27.3038
2025-01-01 02:27:00,27.5502,29.3704,28.6683,28.7989,29.0338,27.332
2025-01-01 02:28:00,27.5759,29.3961,28.694,28.8246,29.0595,27.3577
2025-01-01 02:29:00,27.6004,29.4206,28.7185,28.8491,29.084,27.3822
2025-01-01 02:30:00,27.6241,29.4443,28.7422,28.8728,29.1077,27.4059
2025-01-01 02:31:00,27.6466,29.4668,28.7647,28.8953,29.1302,27.4284
2025-01-01 02:32:00,27.6688,29.489,28.7869,28.9175,29.1524,27.4506
2025-01-01 02:33:00,27.6893,29.5095,28.8074,28.938,29.1729,27.4711
2025-01-01 02:34:00,27.7098,29.53,28.8279,28.9585,29.1934,27.4916
2025-01-01 02:35:00,27.7285,29.5487,28.8466,28.9772,29.2121,27.5103
2025-01-01 02:36:00,27.7466,29.5668,28.8647,28.9953,29.2302,27.5284
2025-01-01 02:37:00,27.7656,29.5858,28.8837,29.0143,29.2492,27.5474
2025-01-01 02:38:00,27.785,29.6052,28.9031,29.0337,29.2686,27.5668
2025-01-01 02:39:00,27.8036,29.6238,28.9217,29.0523,29.2872,27.5854
2025-01-01 02:40:00,27.8219,29.6421,28.94,29.0706,29.3055,27.6037
2025-01-01 02:41:00,27.839,29.6592,28.9571,29.0877,29.3226,27.6208
2025-01-01 02:42:00,27.8535,29.6737,28.9716,29.1022,29.3371,27.6353
2025-01-01 02:43:00,27.8676,29.6878,28.9857,29.1163,29.3512,27.6494
2025-01-01 02:44:00,27.8814,29.7016,28.9995,29.1301,29.365,27.6632
2025-01-01 02:45:00,27.895,29.7152,29.0131,29.1437,29.3786,27.6768
2025-01-01 02:46:00,27.9088,29.729,29.0269,29.1575,29.3924,27.6906
2025-01-01 02:47:00,27.9232,29.7434,29.0413,29.1719,29.4068,27.705
2025-01-01 02:48:00,27.9372,29.7574,29.0553,29.1859,29.4208,27.719
2025-01-01 02:49:00,27.9512,29.7714,29.0693,29.1999,29.4348,27.733
2025-01-01 02:50:00,27.9651,29.7853,29.0832,29.2138,29.4487,27.7469
2025-01-01 02:51:00,27.9789,29.7991,29.097,29.2276,29.4625,27.7607
2025-01-01 02:52:00,27.9932,29.8134,29.1113,29.2419,29.4768,27.775
2025-01-01 02:53:00,28.0076,29.8278,29.1257,29.2563,29.4912,27.7894
2025-01-01 02:54:00,28.0218,29.842,29.1399,29.2705,29.5054,27.8036
2025-01-01 02:55:00,28.0361,29.8563,29.1542,29.2848,29.5197,27.8179
2025-01-01 02:56:00,28.0514,29.8716,29.1695,29.3001,29.535,27.8332
2025-01-01 02:57:00,28.0655,29.8857,29.1836,29.3142,29.5491,27.8473
2025-01-01 02:58:00,28.0798,29.9,29.1979,29.3285,29.5634,27.8616
2025-01-01 02:59:00,28.0929,29.9131,29.211,29.3416,29.5765,27.8747
2025-01-01 03:00:00,28.105,29.9252,29.2231,29.3537,29.5886,27.8868
2025-01-01 03:01:00,28.1157,29.9359,29.2338,29.3644,29.5993,27.8975
2025-01-01 03:02:00,28.1258,29.946,29.2439,29.3745,29.6094,27.9076
2025-01-01 03:03:00,28.1362,29.9564,29.2543,29.3849,29.6198,27.918
2025-01-01 03:04:00,28.1464,29.9666,29.2645,29.3951,29.63,27.9282
2025-01-01 03:05:00,28.1579,29.9781,29.276,29.4066,29.6415,27.9397
2025-01-01 03:06:00,28.1745,29.9947,29.2926,29.4232,29.6581,27.9563
2025-01-01 03:07:00,28.1961,30.0163,29.3142,29.4448,29.6797,27.9779
2025-01-01 03:08:00,28.2209,30.0411,29.339,29.4696,29.7045,28.0027
2025-01-01 03:09:00,28.2492,30.0694,29.3673,29.4979,29.7328,28.031
2025-01-01 03:10:00,28.2785,30.0987,29.3966,29.5272,29.7621,28.0603
2025-01-01 03:11:00,28.302,30.1222,29.4201,29.5507,29.7856,28.0838
2025-01-01 03:12:00,28.3189,30.1391,29.437,29.5676,29.8025,28.1007
2025-01-01 03:13:00,28.3301,30.1503,29.4482,29.5788,29.8137,28.1119
2025-01-01 03:14:00,28.3357,30.1559,29.4538,29.5844,29.8193,28.1175
2025-01-01 03:15:00,28.3356,30.1558,29.4537,29.5843,29.8192,28.1174
2025-01-01 03:16:00,28.3332,30.1534,29.4513,29.5819,29.8168,28.115
2025-01-01 03:17:00,28.328,30.1482,29.4461,29.5767,29.8116,28.1098
2025-01-01 03:18:00,28.3204,30.1406,29.4385,29.5691,29.804,28.1022
2025-01-01 03:19:00,28.3104,30.1306,29.4285,29.5591,29.794,28.0922
2025-01-01 03:20:00,28.2991,30.1193,29.4172,29.5478,29.7827,28.0809
2025-01-01 03:21:00,28.2848,30.105,29.4029,29.5335,29.7684,28.0666
2025-01-01 03:22:00,28.269,30.0892,29.3871,29.5177,29.7526,28.0508
2025-01-01 03:23:00,28.2519,30.0721,29.37,29.5006,29.7355,28.0337
2025-01-01 03:24:00,28.2321,30.0523,29.3502,29.4808,29.7157,28.0139
2025-01-01 03:25:00,28.2102,30.0304,29.3283,29.4589,29.6938,27.992
2025-01-01 03:26:00,28.1877,30.0079,29.3058,29.4364,29.6713,27.9695
2025-01-01 03:27:00,28.1646,29.9848,29.2827,29.4133,29.6482,27.9464
2025-01-01 03:28:00,28.1382,29.9584,29.2563,29.3869,29.6218,27.92
2025-01-01 03:29:00,28.1111,29.9313,29.2292,29.3598,29.5947,27.8929
2025-01-01 03:30:00,28.0829,29.9031,29.201,29.3316,29.5665,27.8647
2025-01-01 03:31:00,28.0552,29.8754,29.1733,29.3039,29.5388,27.837
2025-01-01 03:32:00,28.0269,29.8471,29.145,29.2756,29.5105,27.8087
2025-01-01 03:33:00,28.0003,29.8205,29.1184,29.249,29.4839,27.7821
2025-01-01 03:34:00,27.9749,29.7951,29.093,29.2236,29.4585,27.7567
2025-01-01 03:35:00,27.9495,29.7697,29.0676,29.1982,29.4331,27.7313
2025-01-01 03:36:00,27.9203,29.7405,29.0384,29.169,29.4039,27.7021
2025-01-01 03:37:00,27.8875,29.7077,29.0056,29.1362,29.3711,27.6693
2025-01-01 03:38:00,27.8513,29.6715,28.9694,29.1,29.3349,27.6331
2025-01-01 03:39:00,27.8125,29.6327,28.9306,29.0612,29.2961,27.5943
2025-01-01 03:40:00,27.7715,29.5917,28.8896,29.0202,29.2551,27.5533
2025-01-01 03:41:00,27.7348,29.555,28.8529,28.9835,29.2184,27.5166
2025-01-01 03:42:00,27.7035,29.5237,28.8216,28.9522,29.1871,27.4853
2025-01-01 03:43:00,27.6775,29.4977,28.7956,28.9262,29.1611,27.4593
2025-01-01 03:44:00,27.6533,29.4735,28.7714,28.902,29.1369,27.4351
2025-01-01 03:45:00,27.6296,29.4498,28.7477,28.8783,29.1132,27.4114
2025-01-01 03:46:00,27.6013,29.4215,28.7194,28.85,29.0849,27.3831
2025-01-01 03:47:00,27.5702,29.3904,28.6883,28.8189,29.0538,27.352
2025-01-01 03:48:00,27.5358,29.356,28.6539,28.7845,29.0194,27.3176
2025-01-01 03:49:00,27.5028,29.323,28.6209,28.7515,28.9864,27.2846
2025-01-01 03:50:00,27.4737,29.2939,28.5918,28.7224,28.9573,27.2555
2025-01-01 03:51:00,27.4475,29.2677,28.5656,28.6962,28.9311,27.2293
2025-01-01 03:52:00,27.4213,29.2415,28.5394,28.67,28.9049,27.2031
2025-01-01 03:53:00,27.3948,29.215,28.5129,28.6435,28.8784,27.1766
2025-01-01 03:54:00,27.3675,29.1877,28.4856,28.6162,28.8511,27.1493
2025-01-01 03:55:00,27.3404,29.1606,28.4585,28.5891,28.824,27.1222
2025-01-01 03:56:00,27.3163,29.1365,28.4344,28.565,28.7999,27.0981
2025-01-01 03:57:00,27.2961,29.1163,28.4142,28.5448,28.7797,27.0779
2025-01-01 03:58:00,27.2791,29.0993,28.3972,28.5278,28.7627,27.0609
2025-01-01 03:59:00,27.2634,29.0836,28.3815,28.5121,28.747,27.0452
2025-01-01 04:00:00,27.2496,29.0698,28.3677,28.4983,28.7332,27.0314
2025-01-01 04:01:00,27.2351,29.0553,28.3532,28.4838,28.7187,27.0169
2025-01-01 04:02:00,27.2215,29.0417,28.3396,28.4702,28.7051,27.0033
2025-01-01 04:03:00,27.2088,29.029,28.3269,28.4575,28.6924,26.9906
2025-01-01 04:04:00,27.198,29.0182,28.3161,28.4467,28.6816,26.9798
2025-01-01 04:05:00,27.1836,29.0038,28.3017,28.4323,28.6672,26.9654
2025-01-01 04:06:00,27.1678,28.988,28.2859,28.4165,28.6514,26.9496
2025-01-01 04:07:00,27.1509,28.9711,28.269,28.3996,28.6345,26.9327
2025-01-01 04:08:00,27.1328,28.953,28.2509,28.3815,28.6164,26.9146
2025-01-01 04:09:00,27.1141,28.9343,28.2322,28.3628,28.5977,26.8959
2025-01-01 04:10:00,27.0963,28.9165,28.2144,28.345,28.5799,26.8781
2025-01-01 04:11:00,27.0765,28.8967,28.1946,28.3252,28.5601,26.8583
2025-01-01 04:12:00,27.0534,28.8736,28.1715,28.3021,28.537,26.8352
2025-01-01 04:13:00,27.0274,28.8476,28.1455,28.2761,28.511,26.8092
2025-01-01 04:14:00,26.9976,28.8178,28.1157,28.2463,28.4812,26.7794
2025-01-01 04:15:00,26.9626,28.7828,28.0807,28.2113,28.4462,26.7444
2025-01-01 04:16:00,26.9242,28.7444,28.0423,28.1729,28.4078,26.706
2025-01-01 04:17:00,26.8865,28.7067,28.0046,28.1352,28.3701,26.6683
2025-01-01 04:18:00,26.8506,28.6708,27.9687,28.0993,28.3342,26.6324
2025-01-01 04:19:00,26.8187,28.6389,27.9368,28.0674,28.3023,26.6005
2025-01-01 04:20:00,26.7932,28.6134,27.9113,28.0419,28.2768,26.575
2025-01-01 04:21:00,26.776,28.5962,27.8941,28.0247,28.2596,26.5578
2025-01-01 04:22:00,26.7645,28.5847,27.8826,28.0132,28.2481,26.5463
2025-01-01 04:23:00,26.7561,28.5763,27.8742,28.0048,28.2397,26.5379
2025-01-01 04:24:00,26.7478,28.568,27.8659,27.9965,28.2314,26.5296
2025-01-01 04:25:00,26.7402,28.5604,27.8583,27.9889,28.2238,26.522
2025-01-01 04:26:00,26.7319,28.5521,27.85,27.9806,28.2155,26.5137
2025-01-01 04:27:00,26.7213,28.5415,27.8394,27.97,28.2049,26.5031
2025-01-01 04:28:00,26.7085,28.5287,27.8266,27.9572,28.1921,26.4903
2025-01-01 04:29:00,26.6944,28.5146,27.8125,27.9431,28.178,26.4762
2025-01-01 04:30:00,26.6782,28.4984,27.7963,27.9269,28.1618,26.46
2025-01-01 04:31:00,26.6607,28.4809,27.7788,27.9094,28.1443,26.4425
2025-01-01 04:32:00,26.6436,28.4638,27.7617,27.8923,28.1272,26.4254
2025-01-01 04:33:00,26.6267,28.4469,27.7448,27.8754,28.1103,26.4085
2025-01-01 04:34:00,26.6091,28.4293,27.7272,27.8578,28.0927,26.3909
2025-01-01 04:35:00,26.5947,28.4149,27.7128,27.8434,28.0783,26.3765
2025-01-01 04:36:00,26.5826,28.4028,27.7007,27.8313,28.0662,26.3644
2025-01-01 04:37:00,26.5719,28.3921,27.69,27.8206,28.0555,26.3537
2025-01-01 04:38:00,26.5658,28.386,27.6839,27.8145,28.0494,26.3476
2025-01-01 04:39:00,26.5645,28.3847,27.6826,27.8132,28.0481,26.3463
2025-01-01 04:40:00,26.5652,28.3854,27.6833,27.8139,28.0488,26.347
2025-01-01 04:41:00,26.5676,28.3878,27.6857,27.8163,28.0512,26.3494
2025-01-01 04:42:00,26.5698,28.39,27.6879,27.8185,28.0534,26.3516
2025-01-01 04:43:00,26.5713,28.3915,27.6894,27.82,28.0549,26.3531
2025-01-01 04:44:00,26.5722,28.3924,27.6903,27.8209,28.0558,26.354
2025-01-01 04:45:00,26.5723,28.3925,27.6904,27.821,28.0559,26.3541
2025-01-01 04:46:00,26.5722,28.3924,27.6903,27.8209,28.0558,26.354
2025-01-01 04:47:00,26.5722,28.3924,27.6903,27.8209,28.0558,26.354
2025-01-01 04:48:00,26.5721,28.3923,27.6902,27.8208,28.0557,26.3539
2025-01-01 04:49:00,26.5725,28.3927,27.6906,27.8212,28.0561,26.3543
2025-01-01 04:50:00,26.5735,28.3937,27.6916,27.8222,28.0571,26.3553
2025-01-01 04:51:00,26.5742,28.3944,27.6923,27.8229,28.0578,26.356
2025-01-01 04:52:00,26.5749,28.3951,27.693,27.8236,28.0585,26.3567
2025-01-01 04:53:00,26.5751,28.3953,27.6932,27.8238,28.0587,26.3569
2025-01-01 04:54:00,26.5742,28.3944,27.6923,27.8229,28.0578,26.356
2025-01-01 04:55:00,26.5736,28.3938,27.6917,27.8223,28.0572,26.3554
2025-01-01 04:56:00,26.5737,28.3939,27.6918,27.8224,28.0573,26.3555
2025-01-01 04:57:00,26.5748,28.395,27.6929,27.8235,28.0584,26.3566
2025-01-01 04:58:00,26.575,28.3952,27.6931,27.8237,28.0586,26.3568
2025-01-01 04:59:00,26.5759,28.3961,27.694,27.8246,28.0595,26.3577
2025-01-01 05:00:00,26.5746,28.3948,27.6927,27.8233,28.0582,26.3564
2025-01-01 05:01:00,26.5709,28.3911,27.689,27.8196,28.0545,26.3527
2025-01-01 05:02:00,26.5642,28.3844,27.6823,27.8129,28.0478,26.346
2025-01-01 05:03:00,26.5554,28.3756,27.6735,27.8041,28.039,26.3372
2025-01-01 05:04:00,26.5449,28.3651,27.663,27.7936,28.0285,26.3267
2025-01-01 05:05:00,26.5324,28.3526,27.6505,27.7811,28.016,26.3142
2025-01-01 05:06:00,26.5183,28.3385,27.6364,27.767,28.0019,26.3001
2025-01-01 05:07:00,26.5029,28.3231,27.621,27.7516,27.9865,26.2847
2025-01-01 05:08:00,26.4867,28.3069,27.6048,27.7354,27.9703,26.2685
2025-01-01 05:09:00,26.4681,28.2883,27.5862,27.7168,27.9517,26.2499
2025-01-01 05:10:00,26.4481,28.2683,27.5662,27.6968,27.9317,26.2299
2025-01-01 05:11:00,26.4272,28.2474,27.5453,27.6759,27.9108,26.209
2025-01-01 05:12:00,26.4057,28.2259,27.5238,27.6544,27.8893,26.1875
2025-01-01 05:13:00,26.385,28.2052,27.5031,27.6337,27.8686,26.1668
2025-01-01 05:14:00,26.3649,28.1851,27.483,27.6136,27.8485,26.1467
2025-01-01 05:15:00,26.3443,28.1645,27.4624,27.593,27.8279,26.1261
2025-01-01 05:16:00,26.325,28.1452,27.4431,27.5737,27.8086,26.1068
2025-01-01 05:17:00,26.3059,28.1261,27.424,27.5546,27.7895,26.0877
2025-01-01 05:18:00,26.2864,28.1066,27.4045,27.5351,27.77,26.0682
2025-01-01 05:19:00,26.2653,28.0855,27.3834,27.514,27.7489,26.0471
2025-01-01 05:20:00,26.2451,28.0653,27.3632,27.4938,27.7287,26.0269
2025-01-01 05:21:00,26.2239,28.0441,27.342,27.4726,27.7075,26.0057
2025-01-01 05:22:00,26.2022,28.0224,27.3203,27.4509,27.6858,25.984
2025-01-01 05:23:00,26.18,28.0002,27.2981,27.4287,27.6636,25.9618
2025-01-01 05:24:00,26.1586,27.9788,27.2767,27.4073,27.6422,25.9404
2025-01-01 05:25:00,26.1376,27.9578,27.2557,27.3863,27.6212,25.9194
