timestamp,LCS2_CO2,LCS4_CO2,LCS1_CO2,LCS3_CO2,LCS5_CO2,reference_CO2
2025-01-01 01:36:00,1076.1855,850.391,792.6667,1022.4313,834.4227,658.1145
2025-01-01 01:37:00,1082.8521,857.0576,799.3333,1029.0979,841.0893,664.7811
2025-01-01 01:38:00,1101.275,867.3057,807.3333,1038.871,852.2212,644.0935
2025-01-01 01:39:00,1109.275,875.3057,815.3333,1046.871,860.2212,652.0935
2025-01-01 01:40:00,1114.275,880.3057,820.3333,1051.871,865.2212,657.0935
2025-01-01 01:41:00,1126.275,892.3057,832.3333,1063.871,877.2212,669.0935
2025-01-01 01:42:00,1126.275,892.3057,832.3333,1063.871,877.2212,669.0935
2025-01-01 01:43:00,1132.9417,898.9724,839.0,1070.5377,883.8879,675.7602
2025-01-01 01:44:00,1132.4417,898.4724,838.5,1070.0377,883.3879,675.2602
2025-01-01 01:45:00,1133.275,899.3057,839.3333,1070.871,884.2212,676.0935
2025-01-01 01:46:00,1129.1084,895.1391,835.1667,1066.7044,880.0546,671.9269
2025-01-01 01:47:00,1116.9417,882.9724,823.0,1054.5377,867.8879,659.7602
2025-01-01 01:48:00,1115.6084,881.6391,821.6667,1053.2044,866.5546,658.4269
2025-01-01 01:49:00,1116.6084,882.6391,822.6667,1054.2044,867.5546,659.4269
2025-01-01 01:50:00,1129.4417,895.4724,835.5,1067.0377,880.3879,672.2602
2025-01-01 01:51:00,1138.775,904.8057,844.8333,1076.371,889.7212,681.5935
2025-01-01 01:52:00,1128.1084,894.1391,834.1667,1065.7044,879.0546,670.9269
2025-01-01 01:53:00,1121.775,887.8057,827.8333,1059.371,872.7212,664.5935
2025-01-01 01:54:00,1117.9417,883.9724,824.0,1055.5377,868.8879,660.7602
2025-01-01 01:55:00,1124.6084,890.6391,830.6667,1062.2044,875.5546,667.4269
2025-01-01 01:56:00,1117.4417,883.4724,823.5,1055.0377,868.3879,660.2602
2025-01-01 01:57:00,1126.775,892.8057,832.8333,1064.371,877.7212,669.5935
2025-01-01 01:58:00,1133.1084,899.1391,839.1667,1070.7044,884.0546,675.9269
2025-01-01 01:59:00,1123.9417,889.9724,830.0,1061.5377,874.8879,666.7602
2025-01-01 02:00:00,1112.6084,878.6391,818.6667,1050.2044,863.5546,655.4269
2025-01-01 02:01:00,1107.6084,873.6391,813.6667,1045.2044,858.5546,650.4269
2025-01-01 02:02:00,1082.1855,856.391,798.6667,1028.4313,840.4227,664.1145
2025-01-01 02:03:00,1073.5188,847.7243,790.0,1019.7646,831.756,655.4478
2025-01-01 02:04:00,1063.0188,837.2243,779.5,1009.2646,821.256,644.9478
2025-01-01 02:05:00,1059.8521,834.0576,776.3333,1006.0979,818.0893,641.7811
2025-01-01 02:06:00,1054.3521,828.5576,770.8333,1000.5979,812.5893,636.2811
2025-01-01 02:07:00,1054.5188,828.7243,771.0,1000.7646,812.756,636.4478
2025-01-01 02:08:00,1050.6855,824.891,767.1667,996.9313,808.9227,632.6145
2025-01-01 02:09:00,1046.0188,820.2243,762.5,992.2646,804.256,627.9478
2025-01-01 02:10:00,1037.1855,811.391,753.6667,983.4313,795.4227,619.1145
2025-01-01 02:11:00,1030.6855,804.891,747.1667,976.9313,788.9227,612.6145
2025-01-01 02:12:00,1033.3521,807.5576,749.8333,979.5979,791.5893,615.2811
2025-01-01 02:13:00,1033.3521,807.5576,749.8333,979.5979,791.5893,615.2811
2025-01-01 02:14:00,1022.0188,796.2243,738.5,968.2646,780.256,603.9478
2025-01-01 02:15:00,1016.6855,790.891,733.1667,962.9313,774.9227,598.6145
2025-01-01 02:16:00,1013.5188,787.7243,730.0,959.7646,771.756,595.4478
2025-01-01 02:17:00,1011.6855,785.891,728.1667,957.9313,769.9227,593.6145
2025-01-01 02:18:00,1009.0188,783.2243,725.5,955.2646,767.256,590.9478
2025-01-01 02:19:00,1007.8521,782.0576,724.3333,954.0979,766.0893,589.7811
2025-01-01 02:20:00,1008.0188,782.2243,724.5,954.2646,766.256,589.9478
2025-01-01 02:21:00,1008.1855,782.391,724.6667,954.4313,766.4227,590.1145
2025-01-01 02:22:00,1003.8521,778.0576,720.3333,950.0979,762.0893,585.7811
2025-01-01 02:23:00,1004.6855,778.891,721.1667,950.9313,762.9227,586.6145
2025-01-01 02:24:00,1014.0188,788.2243,730.5,960.2646,772.256,595.9478
2025-01-01 02:25:00,1028.5188,802.7243,745.0,974.7646,786.756,610.4478
2025-01-01 02:26:00,1046.5188,820.7243,763.0,992.7646,804.756,628.4478
2025-01-01 02:27:00,1057.0188,831.2243,773.5,1003.2646,815.256,638.9478
2025-01-01 02:28:00,1065.8521,840.0576,782.3333,1012.0979,824.0893,647.7811
2025-01-01 02:29:00,1074.5188,848.7243,791.0,1020.7646,832.756,656.4478
2025-01-01 02:30:00,1096.4417,862.4724,802.5,1034.0377,847.3879,639.2602
2025-01-01 02:31:00,1102.025,868.0557,808.0833,1039.621,852.9712,644.8435
2025-01-01 02:32:00,1107.6084,873.6391,813.6667,1045.2044,858.5546,650.4269
2025-01-01 02:33:00,1111.4417,877.4724,817.5,1049.0377,862.3879,654.2602
2025-01-01 02:34:00,1120.4417,886.4724,826.5,1058.0377,871.3879,663.2602
2025-01-01 02:35:00,1125.1084,891.1391,831.1667,1062.7044,876.0546,667.9269
2025-01-01 02:36:00,1133.275,899.3057,839.3333,1070.871,884.2212,676.0935
2025-01-01 02:37:00,1134.1084,900.1391,840.1667,1071.7044,885.0546,676.9269
2025-01-01 02:38:00,1132.9417,898.9724,839.0,1070.5377,883.8879,675.7602
2025-01-01 02:39:00,1137.6084,903.6391,843.6667,1075.2044,888.5546,680.4269
2025-01-01 02:40:00,1147.9417,913.9724,854.0,1085.5377,898.8879,690.7602
2025-01-01 02:41:00,1154.275,920.3057,860.3333,1091.871,905.2212,697.0935
2025-01-01 02:42:00,1148.9417,914.9724,855.0,1086.5377,899.8879,691.7602
2025-01-01 02:43:00,1152.275,918.3057,858.3333,1089.871,903.2212,695.0935
2025-01-01 02:44:00,1152.9417,918.9724,859.0,1090.5377,903.8879,695.7602
2025-01-01 02:45:00,1155.775,921.8057,861.8333,1093.371,906.7212,698.5935
2025-01-01 02:46:00,1164.9417,930.9724,871.0,1102.5377,915.8879,707.7602
2025-01-01 02:47:00,1166.1084,932.1391,872.1667,1103.7044,917.0546,708.9269
2025-01-01 02:48:00,1171.275,937.3057,877.3333,1108.871,922.2212,714.0935
2025-01-01 02:49:00,1173.6084,939.6391,879.6667,1111.2044,924.5546,716.4269
2025-01-01 02:50:00,1167.9417,933.9724,874.0,1105.5377,918.8879,710.7602
2025-01-01 02:51:00,1166.9417,932.9724,873.0,1104.5377,917.8879,709.7602
2025-01-01 02:52:00,1168.775,934.8057,874.8333,1106.371,919.7212,711.5935
2025-01-01 02:53:00,1179.1084,945.1391,885.1667,1116.7044,930.0546,721.9269
2025-01-01 02:54:00,1182.6084,948.6391,888.6667,1120.2044,933.5546,725.4269
2025-01-01 02:55:00,1177.1084,943.1391,883.1667,1114.7044,928.0546,719.9269
2025-01-01 02:56:00,1179.9417,945.9724,886.0,1117.5377,930.8879,722.7602
2025-01-01 02:57:00,1184.1084,950.1391,890.1667,1121.7044,935.0546,726.9269
2025-01-01 02:58:00,1182.275,948.3057,888.3333,1119.871,933.2212,725.0935
2025-01-01 02:59:00,1178.6084,944.6391,884.6667,1116.2044,929.5546,721.4269
2025-01-01 03:00:00,1181.275,947.3057,887.3333,1118.871,932.2212,724.0935
2025-01-01 03:01:00,1179.9417,945.9724,886.0,1117.5377,930.8879,722.7602
2025-01-01 03:02:00,1183.775,949.8057,889.8333,1121.371,934.7212,726.5935
2025-01-01 03:03:00,1193.275,959.3057,899.3333,1130.871,944.2212,736.0935
2025-01-01 03:04:00,1179.4156,940.8271,900.6667,1136.3152,917.0632,688.26
2025-01-01 03:05:00,1181.2489,942.6604,902.5,1138.1485,918.8965,690.0933
2025-01-01 03:06:00,1180.2489,941.6604,901.5,1137.1485,917.8965,689.0933
2025-01-01 03:07:00,1191.4417,957.4724,897.5,1129.0377,942.3879,734.2602
2025-01-01 03:08:00,1190.6084,956.6391,896.6667,1128.2044,941.5546,733.4269
2025-01-01 03:09:00,1183.9156,945.3271,905.1667,1140.8152,921.5632,692.76
2025-01-01 03:10:00,1200.4156,961.8271,921.6667,1157.3152,938.0632,709.26
2025-01-01 03:11:00,1209.9156,971.3271,931.1667,1166.8152,947.5632,718.76
2025-01-01 03:12:00,1208.4156,969.8271,929.6667,1165.3152,946.0632,717.26
2025-01-01 03:13:00,1201.0822,962.4937,922.3333,1157.9818,938.7298,709.9266
2025-01-01 03:14:00,1201.7489,963.1604,923.0,1158.6485,939.3965,710.5933
2025-01-01 03:15:00,1196.7489,958.1604,918.0,1153.6485,934.3965,705.5933
2025-01-01 03:16:00,1200.0822,961.4937,921.3333,1156.9818,937.7298,708.9266
2025-01-01 03:17:00,1206.0822,967.4937,927.3333,1162.9818,943.7298,714.9266
2025-01-01 03:18:00,1208.4156,969.8271,929.6667,1165.3152,946.0632,717.26
2025-01-01 03:19:00,1206.0822,967.4937,927.3333,1162.9818,943.7298,714.9266
2025-01-01 03:20:00,1204.0822,965.4937,925.3333,1160.9818,941.7298,712.9266
2025-01-01 03:21:00,1205.2489,966.6604,926.5,1162.1485,942.8965,714.0933
2025-01-01 03:22:00,1211.2489,972.6604,932.5,1168.1485,948.8965,720.0933
2025-01-01 03:23:00,1214.4156,975.8271,935.6667,1171.3152,952.0632,723.26
2025-01-01 03:24:00,1210.5822,971.9937,931.8333,1167.4818,948.2298,719.4266
2025-01-01 03:25:00,1202.5822,963.9937,923.8333,1159.4818,940.2298,711.4266
2025-01-01 03:26:00,1193.2489,954.6604,914.5,1150.1485,930.8965,702.0933
2025-01-01 03:27:00,1193.5822,954.9937,914.8333,1150.4818,931.2298,702.4266
2025-01-01 03:28:00,1207.5822,968.9937,928.8333,1164.4818,945.2298,716.4266
2025-01-01 03:29:00,1204.7489,966.1604,926.0,1161.6485,942.3965,713.5933
2025-01-01 03:30:00,1199.2489,960.6604,920.5,1156.1485,936.8965,708.0933
2025-01-01 03:31:00,1202.9156,964.3271,924.1667,1159.8152,940.5632,711.76
2025-01-01 03:32:00,1200.2489,961.6604,921.5,1157.1485,937.8965,709.0933
2025-01-01 03:33:00,1194.4156,955.8271,915.6667,1151.3152,932.0632,703.26
2025-01-01 03:34:00,1205.0822,966.4937,926.3333,1161.9818,942.7298,713.9266
2025-01-01 03:35:00,1203.4156,964.8271,924.6667,1160.3152,941.0632,712.26
2025-01-01 03:36:00,1200.7489,962.1604,922.0,1157.6485,938.3965,709.5933
2025-01-01 03:37:00,1203.0822,964.4937,924.3333,1159.9818,940.7298,711.9266
2025-01-01 03:38:00,1204.0822,965.4937,925.3333,1160.9818,941.7298,712.9266
2025-01-01 03:39:00,1196.7489,958.1604,918.0,1153.6485,934.3965,705.5933
2025-01-01 03:40:00,1193.4156,954.8271,914.6667,1150.3152,931.0632,702.26
2025-01-01 03:41:00,1192.0822,953.4937,913.3333,1148.9818,929.7298,700.9266
2025-01-01 03:42:00,1195.2489,956.6604,916.5,1152.1485,932.8965,704.0933
2025-01-01 03:43:00,1197.0822,958.4937,918.3333,1153.9818,934.7298,705.9266
2025-01-01 03:44:00,1197.7489,959.1604,919.0,1154.6485,935.3965,706.5933
2025-01-01 03:45:00,1195.2489,956.6604,916.5,1152.1485,932.8965,704.0933
2025-01-01 03:46:00,1196.2489,957.6604,917.5,1153.1485,933.8965,705.0933
2025-01-01 03:47:00,1191.0822,952.4937,912.3333,1147.9818,928.7298,699.9266
2025-01-01 03:48:00,1193.0822,954.4937,914.3333,1149.9818,930.7298,701.9266
2025-01-01 03:49:00,1198.9156,960.3271,920.1667,1155.8152,936.5632,707.76
2025-01-01 03:50:00,1208.2489,969.6604,929.5,1165.1485,945.8965,717.0933
2025-01-01 03:51:00,1201.2489,962.6604,922.5,1158.1485,938.8965,710.0933
2025-01-01 03:52:00,1201.7489,963.1604,923.0,1158.6485,939.3965,710.5933
2025-01-01 03:53:00,1191.0822,952.4937,912.3333,1147.9818,928.7298,699.9266
2025-01-01 03:54:00,1187.9156,949.3271,909.1667,1144.8152,925.5632,696.76
2025-01-01 03:55:00,1189.2489,950.6604,910.5,1146.1485,926.8965,698.0933
2025-01-01 03:56:00,1182.0822,943.4937,903.3333,1138.9818,919.7298,690.9266
2025-01-01 03:57:00,1186.5822,947.9937,907.8333,1143.4818,924.2298,695.4266
2025-01-01 03:58:00,1188.9156,950.3271,910.1667,1145.8152,926.5632,697.76
2025-01-01 03:59:00,1186.0822,947.4937,907.3333,1142.9818,923.7298,694.9266
2025-01-01 04:00:00,1190.0822,951.4937,911.3333,1146.9818,927.7298,698.9266
2025-01-01 04:01:00,1194.7489,956.1604,916.0,1151.6485,932.3965,703.5933
2025-01-01 04:02:00,1199.4156,960.8271,920.6667,1156.3152,937.0632,708.26
2025-01-01 04:03:00,1200.5822,961.9937,921.8333,1157.4818,938.2298,709.4266
2025-01-01 04:04:00,1203.4156,964.8271,924.6667,1160.3152,941.0632,712.26
2025-01-01 04:05:00,1204.4156,965.8271,925.6667,1161.3152,942.0632,713.26
2025-01-01 04:06:00,1203.7489,965.1604,925.0,1160.6485,941.3965,712.5933
2025-01-01 04:07:00,1203.5822,964.9937,924.8333,1160.4818,941.2298,712.4266
2025-01-01 04:08:00,1201.7489,963.1604,923.0,1158.6485,939.3965,710.5933
2025-01-01 04:09:00,1202.7489,964.1604,924.0,1159.6485,940.3965,711.5933
2025-01-01 04:10:00,1200.9156,962.3271,922.1667,1157.8152,938.5632,709.76
2025-01-01 04:11:00,1191.9156,953.3271,913.1667,1148.8152,929.5632,700.76
2025-01-01 04:12:00,1189.5822,950.9937,910.8333,1146.4818,927.2298,698.4266
2025-01-01 04:13:00,1191.4156,952.8271,912.6667,1148.3152,929.0632,700.26
2025-01-01 04:14:00,1189.2489,950.6604,910.5,1146.1485,926.8965,698.0933
2025-01-01 04:15:00,1187.5822,948.9937,908.8333,1144.4818,925.2298,696.4266
2025-01-01 04:16:00,1192.0822,953.4937,913.3333,1148.9818,929.7298,700.9266
2025-01-01 04:17:00,1201.5822,962.9937,922.8333,1158.4818,939.2298,710.4266
2025-01-01 04:18:00,1201.2489,962.6604,922.5,1158.1485,938.8965,710.0933
2025-01-01 04:19:00,1200.0822,961.4937,921.3333,1156.9818,937.7298,708.9266
2025-01-01 04:20:00,1199.0822,960.4937,920.3333,1155.9818,936.7298,707.9266
2025-01-01 04:21:00,1197.4156,958.8271,918.6667,1154.3152,935.0632,706.26
2025-01-01 04:22:00,1196.7489,958.1604,918.0,1153.6485,934.3965,705.5933
2025-01-01 04:23:00,1195.4156,956.8271,916.6667,1152.3152,933.0632,704.26
2025-01-01 04:24:00,1195.9156,957.3271,917.1667,1152.8152,933.5632,704.76
2025-01-01 04:25:00,1198.9156,960.3271,920.1667,1155.8152,936.5632,707.76
2025-01-01 04:26:00,1198.4156,959.8271,919.6667,1155.3152,936.0632,707.26
2025-01-01 04:27:00,1199.4156,960.8271,920.6667,1156.3152,937.0632,708.26
2025-01-01 04:28:00,1203.5822,964.9937,924.8333,1160.4818,941.2298,712.4266
2025-01-01 04:29:00,1209.9156,971.3271,931.1667,1166.8152,947.5632,718.76
2025-01-01 04:30:00,1218.2489,979.6604,939.5,1175.1485,955.8965,727.0933
2025-01-01 04:31:00,1210.5822,971.9937,931.8333,1167.4818,948.2298,719.4266
2025-01-01 04:32:00,1212.0822,973.4937,933.3333,1168.9818,949.7298,720.9266
2025-01-01 04:33:00,1207.5822,968.9937,928.8333,1164.4818,945.2298,716.4266
2025-01-01 04:34:00,1208.0822,969.4937,929.3333,1164.9818,945.7298,716.9266
2025-01-01 04:35:00,1213.0822,974.4937,934.3333,1169.9818,950.7298,721.9266
2025-01-01 04:36:00,1205.5822,966.9937,926.8333,1162.4818,943.2298,714.4266
2025-01-01 04:37:00,1203.9156,965.3271,925.1667,1160.8152,941.5632,712.76
2025-01-01 04:38:00,1206.2489,967.6604,927.5,1163.1485,943.8965,715.0933
2025-01-01 04:39:00,1206.7489,968.1604,928.0,1163.6485,944.3965,715.5933
2025-01-01 04:40:00,1213.5822,974.9937,934.8333,1170.4818,951.2298,722.4266
2025-01-01 04:41:00,1215.0822,976.4937,936.3333,1171.9818,952.7298,723.9266
2025-01-01 04:42:00,1209.9156,971.3271,931.1667,1166.8152,947.5632,718.76
2025-01-01 04:43:00,1208.4156,969.8271,929.6667,1165.3152,946.0632,717.26
2025-01-01 04:44:00,1202.2489,963.6604,923.5,1159.1485,939.8965,711.0933
2025-01-01 04:45:00,1200.5822,961.9937,921.8333,1157.4818,938.2298,709.4266
2025-01-01 04:46:00,1207.2489,968.6604,928.5,1164.1485,944.8965,716.0933
2025-01-01 04:47:00,1208.0822,969.4937,929.3333,1164.9818,945.7298,716.9266
2025-01-01 04:48:00,1212.2489,973.6604,933.5,1169.1485,949.8965,721.0933
2025-01-01 04:49:00,1217.0822,978.4937,938.3333,1173.9818,954.7298,725.9266
2025-01-01 04:50:00,1210.2489,971.6604,931.5,1167.1485,947.8965,719.0933
2025-01-01 04:51:00,1214.7489,976.1604,936.0,1171.6485,952.3965,723.5933
2025-01-01 04:52:00,1208.9156,970.3271,930.1667,1165.8152,946.5632,717.76
2025-01-01 04:53:00,1211.4156,972.8271,932.6667,1168.3152,949.0632,720.26
2025-01-01 04:54:00,1210.7489,972.1604,932.0,1167.6485,948.3965,719.5933
2025-01-01 04:55:00,1210.5822,971.9937,931.8333,1167.4818,948.2298,719.4266
2025-01-01 04:56:00,1207.7489,969.1604,929.0,1164.6485,945.3965,716.5933
2025-01-01 04:57:00,1201.2489,962.6604,922.5,1158.1485,938.8965,710.0933
2025-01-01 04:58:00,1201.7489,963.1604,923.0,1158.6485,939.3965,710.5933
2025-01-01 04:59:00,1206.5822,967.9937,927.8333,1163.4818,944.2298,715.4266
2025-01-01 05:00:00,1207.9156,969.3271,929.1667,1164.8152,945.5632,716.76
2025-01-01 05:01:00,1204.4156,965.8271,925.6667,1161.3152,942.0632,713.26
2025-01-01 05:02:00,1201.5822,962.9937,922.8333,1158.4818,939.2298,710.4266
2025-01-01 05:03:00,1206.7489,968.1604,928.0,1163.6485,944.3965,715.5933
2025-01-01 05:04:00,1211.9156,973.3271,933.1667,1168.8152,949.5632,720.76
2025-01-01 05:05:00,1213.4156,974.8271,934.6667,1170.3152,951.0632,722.26
2025-01-01 05:06:00,1219.7489,981.1604,941.0,1176.6485,957.3965,728.5933
2025-01-01 05:07:00,1219.4156,980.8271,940.6667,1176.3152,957.0632,728.26
2025-01-01 05:08:00,1222.9156,984.3271,944.1667,1179.8152,960.5632,731.76
2025-01-01 05:09:00,1216.7489,978.1604,938.0,1173.6485,954.3965,725.5933
2025-01-01 05:10:00,1214.2489,975.6604,935.5,1171.1485,951.8965,723.0933
2025-01-01 05:11:00,1201.2489,962.6604,922.5,1158.1485,938.8965,710.0933
2025-01-01 05:12:00,1202.2489,963.6604,923.5,1159.1485,939.8965,711.0933
2025-01-01 05:13:00,1204.0822,965.4937,925.3333,1160.9818,941.7298,712.9266
2025-01-01 05:14:00,1207.0822,968.4937,928.3333,1163.9818,944.7298,715.9266
2025-01-01 05:15:00,1208.5822,969.9937,929.8333,1165.4818,946.2298,717.4266
